,product,Name,Stars,Title,Date,Verification,Description
1133,WildHorn Green Leather Wallet for Men I 9 Card Slots I 2 Currency & Secret Compartments I 1 Zipper & 3 ID Card Slots,Pulasala harischandra,5.0,Good good,2 April 2024,Verified Purchase,Good
1134,WildHorn Green Leather Wallet for Men I 9 Card Slots I 2 Currency & Secret Compartments I 1 Zipper & 3 ID Card Slots,SELVARAJ,4.0,Good one,19 March 2024,Verified Purchase,Good tds meter
1135,WildHorn Green Leather Wallet for Men I 9 Card Slots I 2 Currency & Secret Compartments I 1 Zipper & 3 ID Card Slots,Amazon Customer,4.0,Good,22 March 2024,Verified Purchase,Like
1136,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",shubham sarode,5.0,Nice product,15 March 2024,Verified Purchase,"Easy to use, floor cleaning liquid bottle is very useful for 2-3 rooms cleaning in one go"
1137,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",Ekta Purswani,4.0,"Easy to use with durable, light weight rod",13 January 2023,Verified Purchase,"Strengths or pros of the product1) The look of the product is great although it is just available in single color/design.2)The bucket is lightweight, without partitions, and made of good-quality plastic. The drain hole in the bucket makes it easy to clean.3) The rod is lightweight but durable. It is comparable to Scotch-Brite Spin Mop.4) The extendable handle is useful to pull the bucket but is not very strong.But there are some downsides to the product.1)  If one just mops the accidental spillage and replaces the mop without draining the bucket, the dirt settles at the bottom. It is difficult to clean as the spinner of the bucket is not removable.2) A single bucket without partitioning of the clean and dirty water makes all the water dirty and one has to refill the clean water repeatedly.3) The wheel of the product is just on one side and it is not super easy to move when filled.4) The small bottle given for filling the cleaning solution falls off easily while taking out the spin mop."
1138,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",Aryendra kumar,5.0,Value for money,11 March 2024,Verified Purchase,It is very easy to use for floor/Tiles mop.Product is good and value for money
1139,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",Lali,3.0,Handle problem,27 December 2023,Verified Purchase,While pulling handle is slipping out from the main part.
1140,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",Kavitha Dinesh,5.0,Wonderful magic,5 March 2024,Verified Purchase,"This is so comfortable to rinse n wringle and Mop, very flexible and convenient. Mopping is now a hassle free task."
1141,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",Placeholder,4.0,75% durabale,19 January 2024,Verified Purchase,The handle is well but the plastic quality of bucket is not too good as the price this quality of plastic is also used in 500-600 rupees mop.Other things are well but there is nothing mentioned anything on warranty card so how I can repair it if it brokes.
1142,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",D V RATNA KUMAR,5.0,Very good,25 March 2024,Verified Purchase,"Worth buying, very useful"
1143,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",Angela Natso,1.0,Bad quality mop stick,2 March 2024,Verified Purchase,Have been buying every 5-6 months this bucket and mop stick set to get the genuine mop stick which lasts longer. This time the quality of the mop stick is very disappointing. It stopped working within 10 days. Just for the qenuine mop stick I buy the bucket set otherwise I have lots of buckets at home. Kindly give the genuine quality mop stick instead of the spare mop stick when we buy the set otherwise what's the use of buying the whole set if you are going to send the cheap quality mop stick.1 star cos there is no other option otherwise wouldn't give any star
1144,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",Dr.,4.0,Achha hai..,22 March 2024,Verified Purchase,"Kharida, maid join kar gayi firse, use nahi kiya, dekhke lagta to hya thik hya.."
1145,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",Deepti vats,4.0,Best but resived broken,26 February 2024,Verified Purchase,"I had same one since 7 year, but that was i get broken hendal. Very bed delvery."
1146,Billebon Premium Neck Pillow for Travelling Airplane Travel Pillow Comfortable Head Rest Neck Holder Pillow with 30 Years Warranty (Grey),Placeholder,5.0,Perfect and value for money product,2 April 2024,Verified Purchase,Very easy to use and recommended. Nice and accurate
1147,Billebon Premium Neck Pillow for Travelling Airplane Travel Pillow Comfortable Head Rest Neck Holder Pillow with 30 Years Warranty (Grey),naveen,4.0,"""Accurate and Easy to Use TDS Meter""",24 January 2024,Verified Purchase,"I recently purchased a TDS meter for testing water quality, and I am extremely satisfied with its performance. The meter is impressively accurate, providing reliable readings every time I use it. Its user-friendly design makes it easy to operate, even for someone new to TDS testing. The compact size is a plus, allowing for convenient storage and portability. Overall, a great investment for anyone concerned about water purity."
1148,Billebon Premium Neck Pillow for Travelling Airplane Travel Pillow Comfortable Head Rest Neck Holder Pillow with 30 Years Warranty (Grey),karan madhok,5.0,"Really good product, easy to use",22 March 2024,Verified Purchase,"Ordered this product to analyse the TDS level of drinking water. It’s easy to use, and quite accurate. Good built and value for money."
1149,Billebon Premium Neck Pillow for Travelling Airplane Travel Pillow Comfortable Head Rest Neck Holder Pillow with 30 Years Warranty (Grey),Mushtaq Ali,5.0,Very good and accurate,17 March 2024,Verified Purchase,"I recently purchased Konvio neer imported Tds meter, product build quality is very good, meeter reading is very accurate and very easy to use and I recommend to buy this product for water purity level testing. Great product and value for money."
1150,Billebon Premium Neck Pillow for Travelling Airplane Travel Pillow Comfortable Head Rest Neck Holder Pillow with 30 Years Warranty (Grey),Mohit Batan,4.0,Great Product,28 February 2024,Verified Purchase,Great product. Easy to use and gives accurate measurements
1151,Billebon Premium Neck Pillow for Travelling Airplane Travel Pillow Comfortable Head Rest Neck Holder Pillow with 30 Years Warranty (Grey),Aju A.,5.0,Amazing product,17 March 2024,Verified Purchase,Very easy and simple to use. Really useful to check if my water filter is working and handy tool to have when traveling to check purity of drinkable water
1152,Billebon Premium Neck Pillow for Travelling Airplane Travel Pillow Comfortable Head Rest Neck Holder Pillow with 30 Years Warranty (Grey),Gaurav Sahu,5.0,Easy to use,1 April 2024,Verified Purchase,Nice product. Very simple to use and provide accurate results
1153,Billebon Premium Neck Pillow for Travelling Airplane Travel Pillow Comfortable Head Rest Neck Holder Pillow with 30 Years Warranty (Grey),Nandu Sivadasan,4.0,A reliable and affordable TDS scale,20 March 2024,Verified Purchase,The measurement is quite accurate.. except for a slight issue with the display where I am unable to ditinguish a seven and a one(in the 7 segment display).
1154,Billebon Premium Neck Pillow for Travelling Airplane Travel Pillow Comfortable Head Rest Neck Holder Pillow with 30 Years Warranty (Grey),Placeholder,4.0,Overall good product,3 April 2024,Verified Purchase,But packaging was little bit unsafe because it's a electronic device so if some sort of air bubble/plastic wrapper is use then it will be better for consumers to ensure I have got right thing in good way.
1155,Billebon Premium Neck Pillow for Travelling Airplane Travel Pillow Comfortable Head Rest Neck Holder Pillow with 30 Years Warranty (Grey),VIRALKUMAR RATHVA,4.0,Good Accuracy,2 April 2024,Verified Purchase,Got it today and am happy with resultsGood working as of nowi will update later as a long term review
1156,Sfane Polyester 23cms Duffle/Shoulder/Gym Bag for Men & Women with Separate Shoe Compartment (Grey),Kishore,5.0,Effective DIY Wall Repair Solution - Dr. Fixit Kwik N Ezee Wall Gap & Crack Filler,29 March 2024,Verified Purchase,"Dr. Fixit Kwik N Ezee Wall Gap & Crack Filler has become my go-to solution for addressing gaps and cracks in my home's walls. Its DIY-friendly application makes it perfect for homeowners looking to tackle repairs themselves.The filler's waterproofing properties provide added protection against moisture, giving me peace of mind. Its quick-drying formula ensures fast results, and the seamless finish it leaves behind blends perfectly with the wall surface.Overall, Dr. Fixit Kwik N Ezee is a reliable and durable solution for home repair that I highly recommend.Pros:DIY-friendly applicationWaterproofing propertiesQuick-drying formulaSeamless finishCons:Cost is more"
1157,Sfane Polyester 23cms Duffle/Shoulder/Gym Bag for Men & Women with Separate Shoe Compartment (Grey),Santhosh Kumar,4.0,Useful,26 March 2024,Verified Purchase,Nice product and use instantly.
1158,Sfane Polyester 23cms Duffle/Shoulder/Gym Bag for Men & Women with Separate Shoe Compartment (Grey),kedar,3.0,"Tube is delicate , get leaked while use",26 March 2024,Verified Purchase,"Usage is not easy as shown in advertising. Tube is delicately packet, not sturdy, liquid leaked while using. Filling Material is good , but tube for in which its sold is not good."
1159,Sfane Polyester 23cms Duffle/Shoulder/Gym Bag for Men & Women with Separate Shoe Compartment (Grey),Harikrishnan S.,5.0,"Good crack filler, but hardens over time",27 February 2024,Verified Purchase,"I used this to fill a large crack 2.5cms to 1 cm with originated near my bathroom door and which ran along the bathroom door for around 3 feet. They did not ship one device that would be used to kind of smooth and out things. I used a scale to smooth it but it did not give the effect that the original device would have given. The results, it fill the gaps very well but where I could not smooth it out it is kind of popping up a bit. The first two days it was soft but over one week it hardened and right now it's pretty hard.There are other rival products but this, I found for superior than those products."
1160,Sfane Polyester 23cms Duffle/Shoulder/Gym Bag for Men & Women with Separate Shoe Compartment (Grey),Deepak,1.0,Not worth the hype,15 March 2024,Verified Purchase,Bought this to have a easily usable tool for filling gaps and it worked like a charm the first time.But then the paste hardens and you just cant use it anymore... hardly used 5 percent of the tube and had to throw the remaining.Better stick to the old way.
1161,Sfane Polyester 23cms Duffle/Shoulder/Gym Bag for Men & Women with Separate Shoe Compartment (Grey),INDERPAL SINGH,4.0,Quality,26 March 2024,Verified Purchase,Good quality product
1162,Sfane Polyester 23cms Duffle/Shoulder/Gym Bag for Men & Women with Separate Shoe Compartment (Grey),Placeholder,5.0,Good product,1 April 2024,Verified Purchase,Good to seal moisture sensitive areas  and water proofing work
1163,Sfane Polyester 23cms Duffle/Shoulder/Gym Bag for Men & Women with Separate Shoe Compartment (Grey),Shivam,2.0,Tough to apply,19 February 2024,Verified Purchase,"Grout is good, but is not getting removed from the floor, excess portion need to be cleaned at the time of filling only"
1164,Sfane Polyester 23cms Duffle/Shoulder/Gym Bag for Men & Women with Separate Shoe Compartment (Grey),Ved Prakash,3.0,"Material is very good, not the container",19 March 2024,Verified Purchase,"The product does what it is made for, waterproof, can be applied on any surface. But the container it was in completely spilled off when try to squeeze, I had to use my hands to apply the product, and then you are clueless how to get rid off it, luckily I had Tarpaulin Oil at home I applied on hand and wipe off with dry cloth, it went off. The product can be best if the tube is made like toothpaste the top nozzle is useless."
